0.000000000000000000e+00,4.000000000000000000e+01,2.200055847167968750e+02,7.294806671142578125e+01
0.000000000000000000e+00,4.000000000000000000e+01,2.389257507324218750e+02,9.585952758789062500e+01
0.000000000000000000e+00,4.000000000000000000e+01,1.979993286132812500e+02,7.287702178955078125e+01
0.000000000000000000e+00,4.000000000000000000e+01,2.339327239990234375e+02,1.059546966552734375e+02
0.000000000000000000e+00,4.000000000000000000e+01,2.279995117187500000e+02,8.699822998046875000e+01
0.000000000000000000e+00,4.000000000000000000e+01,2.130004119873046875e+02,7.192942047119140625e+01
0.000000000000000000e+00,4.000000000000000000e+01,2.420045471191406250e+02,9.897122955322265625e+01
0.000000000000000000e+00,4.000000000000000000e+01,1.795738067626953125e+02,1.247444763183593750e+02
0.000000000000000000e+00,4.000000000000000000e+01,2.221647949218750000e+02,9.951081848144531250e+01
0.000000000000000000e+00,4.000000000000000000e+01,3.199094200134277344e+01,1.769991302490234375e+02
0.000000000000000000e+00,4.000000000000000000e+01,5.050001220703125000e+02,1.099380187988281250e+02
0.000000000000000000e+00,4.000000000000000000e+01,2.107797393798828125e+02,1.029952697753906250e+02
0.000000000000000000e+00,4.000000000000000000e+01,5.909939575195312500e+02,1.239842758178710938e+02
0.000000000000000000e+00,4.000000000000000000e+01,4.887238159179687500e+02,1.609398193359375000e+02
0.000000000000000000e+00,4.000000000000000000e+01,1.650007324218750000e+02,9.100163269042968750e+01
0.000000000000000000e+00,4.000000000000000000e+01,1.959701385498046875e+02,1.137645950317382812e+02
0.000000000000000000e+00,4.000000000000000000e+01,5.919920043945312500e+02,1.139974212646484375e+02
0.000000000000000000e+00,4.000000000000000000e+01,6.340068969726562500e+02,1.999292907714843750e+02
0.000000000000000000e+00,4.000000000000000000e+01,6.160808105468750000e+02,1.309223175048828125e+02
0.000000000000000000e+00,4.000000000000000000e+01,4.989989624023437500e+02,1.219442825317382812e+02
0.000000000000000000e+00,4.000000000000000000e+01,2.099458312988281250e+02,1.092482452392578125e+02
0.000000000000000000e+00,4.000000000000000000e+01,2.042023925781250000e+02,1.019612808227539062e+02
1.000000000000000000e+00,8.000000000000000000e+01,2.200062103271484375e+02,7.290000152587890625e+01
1.000000000000000000e+00,8.000000000000000000e+01,2.386389770507812500e+02,9.584686279296875000e+01
1.000000000000000000e+00,8.000000000000000000e+01,1.979990234375000000e+02,7.287892913818359375e+01
1.000000000000000000e+00,8.000000000000000000e+01,2.282933044433593750e+02,1.021553802490234375e+02
1.000000000000000000e+00,8.000000000000000000e+01,2.279976043701171875e+02,8.699526214599609375e+01
1.000000000000000000e+00,8.000000000000000000e+01,2.130041198730468750e+02,7.187557983398437500e+01
1.000000000000000000e+00,8.000000000000000000e+01,2.384069519042968750e+02,9.537699127197265625e+01
1.000000000000000000e+00,8.000000000000000000e+01,1.776314697265625000e+02,1.165671615600585938e+02
1.000000000000000000e+00,8.000000000000000000e+01,2.215043182373046875e+02,9.844409942626953125e+01
1.000000000000000000e+00,8.000000000000000000e+01,3.197571372985839844e+01,1.769980316162109375e+02
1.000000000000000000e+00,8.000000000000000000e+01,5.050031433105468750e+02,1.098812561035156250e+02
1.000000000000000000e+00,8.000000000000000000e+01,2.108603057861328125e+02,1.027707672119140625e+02
1.000000000000000000e+00,8.000000000000000000e+01,5.910089721679687500e+02,1.239875106811523438e+02
1.000000000000000000e+00,8.000000000000000000e+01,4.899475708007812500e+02,1.613036193847656250e+02
1.000000000000000000e+00,8.000000000000000000e+01,1.650008544921875000e+02,9.100167846679687500e+01
1.000000000000000000e+00,8.000000000000000000e+01,1.953914489746093750e+02,1.063312606811523438e+02
1.000000000000000000e+00,8.000000000000000000e+01,5.919899902343750000e+02,1.139920501708984375e+02
1.000000000000000000e+00,8.000000000000000000e+01,6.339970703125000000e+02,1.998614349365234375e+02
1.000000000000000000e+00,8.000000000000000000e+01,6.144726562500000000e+02,1.274800567626953125e+02
1.000000000000000000e+00,8.000000000000000000e+01,4.990069580078125000e+02,1.218927078247070312e+02
1.000000000000000000e+00,8.000000000000000000e+01,2.064451904296875000e+02,1.016918945312500000e+02
1.000000000000000000e+00,8.000000000000000000e+01,2.042467193603515625e+02,1.019430160522460938e+02
2.000000000000000000e+00,1.200000000000000000e+02,2.200069274902343750e+02,7.289541625976562500e+01
2.000000000000000000e+00,1.200000000000000000e+02,2.380615692138671875e+02,9.494532012939453125e+01
2.000000000000000000e+00,1.200000000000000000e+02,1.980008392333984375e+02,7.281919860839843750e+01
2.000000000000000000e+00,1.200000000000000000e+02,2.253370819091796875e+02,9.921414184570312500e+01
2.000000000000000000e+00,1.200000000000000000e+02,2.279959564208984375e+02,8.686341857910156250e+01
2.000000000000000000e+00,1.200000000000000000e+02,2.130030822753906250e+02,7.186955261230468750e+01
2.000000000000000000e+00,1.200000000000000000e+02,2.376992950439453125e+02,9.441297912597656250e+01
2.000000000000000000e+00,1.200000000000000000e+02,1.774850463867187500e+02,1.093813476562500000e+02
2.000000000000000000e+00,1.200000000000000000e+02,2.134651031494140625e+02,9.572363281250000000e+01
2.000000000000000000e+00,1.200000000000000000e+02,3.215055084228515625e+01,1.767165679931640625e+02
2.000000000000000000e+00,1.200000000000000000e+02,5.050040588378906250e+02,1.098266448974609375e+02
2.000000000000000000e+00,1.200000000000000000e+02,2.021238708496093750e+02,1.001830139160156250e+02
2.000000000000000000e+00,1.200000000000000000e+02,5.910642089843750000e+02,1.239559249877929688e+02
2.000000000000000000e+00,1.200000000000000000e+02,4.907850036621093750e+02,1.567787628173828125e+02
2.000000000000000000e+00,1.200000000000000000e+02,1.650029296875000000e+02,9.100328826904296875e+01
2.000000000000000000e+00,1.200000000000000000e+02,1.961614990234375000e+02,9.875413513183593750e+01
2.000000000000000000e+00,1.200000000000000000e+02,5.919832153320312500e+02,1.139879074096679688e+02
2.000000000000000000e+00,1.200000000000000000e+02,6.339831542968750000e+02,1.997299652099609375e+02
2.000000000000000000e+00,1.200000000000000000e+02,6.067753906250000000e+02,1.242171401977539062e+02
2.000000000000000000e+00,1.200000000000000000e+02,4.990113830566406250e+02,1.218441696166992188e+02
2.000000000000000000e+00,1.200000000000000000e+02,2.066926116943359375e+02,1.017573776245117188e+02
